post-median,post-mean,post-min,post-max,pre-median,pre-mean,pre-min,pre-max,mean-best_weights
372.8,358.4,305.6,422.0,500.0,472.4,362.0,500.0,7.734697157241413
271.0,316.36,233.3,432.9,267.0,262.2,50.0,500.0,7.702083152610181
329.2,332.14000000000004,261.8,392.1,258.0,281.6,104.0,500.0,7.684913805654222
330.4,353.08000000000004,286.6,423.0,266.0,320.6,145.0,500.0,7.658391827829892
344.7,331.58,224.3,407.8,389.0,371.4,142.0,500.0,7.644938813731737
367.8,388.5,349.1,468.7,236.0,234.0,197.0,278.0,7.619142500521442
370.8,374.84000000000003,296.1,457.3,500.0,419.8,183.0,500.0,7.575368191337954
330.0,332.82,281.0,383.9,431.0,371.0,128.0,500.0,7.627637859551764
387.8,372.4800000000001,253.2,454.2,348.0,376.2,218.0,500.0,7.656789249340958
418.0,411.1,334.9,468.4,500.0,414.0,75.0,500.0,7.686294445530538
355.0,358.16,302.0,407.4,500.0,389.4,36.0,500.0,7.718626800561256
379.4,364.8,321.0,401.9,248.0,317.4,121.0,500.0,7.701165640965558
367.6,380.6,337.7,430.8,500.0,481.8,409.0,500.0,7.6520689560017425
401.2,398.86,320.8,465.3,406.0,386.8,155.0,500.0,7.671033840011608
314.2,345.1,242.5,494.1,500.0,388.0,210.0,500.0,7.663018398468458
428.7,424.28000000000003,356.6,463.9,214.0,280.8,110.0,500.0,7.66439618345263
353.8,383.62,290.3,465.9,500.0,500.0,500.0,500.0,7.703745322518725
385.8,376.5199999999999,315.9,423.6,405.0,387.0,229.0,500.0,7.707581462150632
400.5,400.62,371.4,428.1,218.0,311.0,167.0,500.0,7.660734273987192
420.6,399.08000000000004,332.7,438.5,296.0,342.6,265.0,500.0,7.713486978823726
402.7,398.12,330.0,440.7,312.0,298.4,152.0,500.0,7.725106303880613
355.1,345.6,285.7,369.2,343.0,347.4,213.0,500.0,7.744326885493627
320.9,314.66,232.1,379.9,300.0,287.2,132.0,500.0,7.70173972050567
401.1,384.15999999999997,317.4,404.8,500.0,450.8,299.0,500.0,7.661174261408823
304.6,313.5,256.1,375.0,187.0,195.0,119.0,285.0,7.703282262005757
347.3,374.38,316.7,458.3,457.0,401.6,252.0,500.0,7.658761558206326
359.8,369.82,327.1,438.2,170.0,243.8,36.0,500.0,7.615054918664501
437.1,410.2,309.3,456.6,500.0,420.0,269.0,500.0,7.718537239741157
419.8,407.43999999999994,341.1,455.0,500.0,478.4,392.0,500.0,7.692652358068647
359.6,349.5,282.6,383.9,428.0,365.6,116.0,500.0,7.696450682659789
375.6,378.48,292.2,444.5,219.0,267.2,146.0,500.0,7.686055921597684
406.4,393.92,331.7,431.2,425.0,406.4,277.0,500.0,7.645210982492992
392.9,376.08000000000004,319.2,397.5,500.0,421.8,189.0,500.0,7.642029638446398
432.6,422.4,373.8,448.6,500.0,460.0,300.0,500.0,7.6345130214929595
378.4,390.12,356.3,428.6,260.0,271.0,190.0,337.0,7.652780564840814
393.4,386.28000000000003,313.0,445.9,295.0,357.2,211.0,500.0,7.658405426053679
387.3,368.65999999999997,187.7,483.9,283.0,307.8,252.0,434.0,7.630610155394459
371.2,385.25999999999993,367.4,423.3,371.0,323.2,178.0,491.0,7.614245964220692
353.3,354.04,211.0,476.3,403.0,373.2,135.0,500.0,7.599749256528706
388.6,391.17999999999995,312.5,466.1,429.0,407.4,301.0,500.0,7.599168846527459
299.8,345.14,272.6,436.2,438.0,390.6,222.0,500.0,7.6307310615773165
367.3,368.85999999999996,325.7,423.4,410.0,373.0,163.0,500.0,7.629996511889171
349.2,349.35999999999996,256.4,423.1,395.0,346.4,166.0,500.0,7.6496526637327475
420.5,385.47999999999996,328.1,426.2,319.0,313.6,121.0,500.0,7.612003367960139
429.8,366.86,153.8,464.6,361.0,309.8,45.0,500.0,7.672474842531822
414.0,410.9,383.7,426.3,258.0,248.4,52.0,500.0,7.684455306865985
357.1,338.84000000000003,299.2,369.9,202.0,296.2,122.0,500.0,7.6847895249589
406.5,406.54,358.7,459.0,500.0,416.2,271.0,500.0,7.658373693859894
422.5,408.7,366.9,439.4,464.0,453.4,363.0,500.0,7.687066920498982
400.9,402.48,370.1,453.5,344.0,380.0,242.0,500.0,7.692920909093772
391.4,383.65999999999997,308.7,444.0,462.0,440.4,328.0,500.0,7.650440719988188
368.4,369.86,353.3,399.2,410.0,391.4,235.0,500.0,7.658758341660134
455.6,432.7200000000001,365.3,491.4,371.0,374.6,216.0,500.0,7.643766880819964
347.1,351.65999999999997,328.8,380.3,432.0,382.2,236.0,500.0,7.696638618184732
411.4,395.65999999999997,354.8,424.0,261.0,247.2,22.0,377.0,7.6979501546264615
411.0,382.4,305.5,423.2,338.0,340.4,183.0,500.0,7.70686332174939
365.0,369.72,259.2,458.7,500.0,474.4,406.0,500.0,7.627227169820513
368.6,339.18,249.8,450.0,414.0,357.8,94.0,500.0,7.650356871668931
404.6,412.18,362.0,480.4,437.0,427.2,308.0,500.0,7.638902021064423
359.2,393.5,355.7,478.6,410.0,341.2,147.0,444.0,7.657599076442695
376.3,381.18,349.2,420.7,408.0,385.2,217.0,500.0,7.670840314516027
355.2,360.04,326.4,387.4,447.0,392.4,152.0,500.0,7.643518188933572
369.5,372.08000000000004,317.1,415.1,259.0,320.2,148.0,500.0,7.614131259390656
371.8,366.58,348.2,380.8,393.0,368.0,174.0,500.0,7.590316759857608
373.7,374.12,333.9,418.9,270.0,286.8,81.0,500.0,7.609276286041268
365.5,363.6,311.6,415.1,318.0,305.2,169.0,422.0,7.626980152615908
350.0,345.8,191.5,450.2,334.0,335.2,176.0,500.0,7.604363325468029
381.2,384.92,301.9,489.4,321.0,330.0,200.0,454.0,7.6214186349628195
347.8,358.93999999999994,302.4,401.0,264.0,308.0,212.0,428.0,7.676988375112763
355.5,348.98,301.8,381.8,251.0,288.8,228.0,374.0,7.656319255760669
342.9,323.52,240.1,399.3,385.0,399.2,291.0,500.0,7.63218233969668
303.6,328.38,249.8,452.5,312.0,258.2,75.0,365.0,7.624953774561581
364.3,349.84,292.9,403.3,334.0,322.8,131.0,500.0,7.682637792748604
403.1,369.48,242.3,437.3,325.0,314.6,124.0,476.0,7.7095962173602
403.9,397.00000000000006,282.2,475.0,429.0,416.6,293.0,500.0,7.68283754967085
331.3,329.6,289.5,370.4,276.0,283.6,127.0,415.0,7.698037226551906
390.3,373.86,238.6,436.4,308.0,316.0,200.0,500.0,7.704216701866982
386.0,390.4,343.4,441.6,374.0,344.8,61.0,500.0,7.689269006459688
372.0,382.58000000000004,319.5,460.5,298.0,281.6,108.0,457.0,7.7461218516766275
408.9,400.14,327.9,432.7,400.0,421.2,348.0,500.0,7.766677690339823
346.8,341.28,298.8,371.6,434.0,413.6,270.0,500.0,7.752769966830781
368.5,361.56,305.4,407.6,310.0,300.6,37.0,500.0,7.738888809599414
420.9,400.93999999999994,311.9,441.7,455.0,408.2,289.0,500.0,7.768835975843619
383.7,329.32,207.3,402.7,407.0,364.6,114.0,500.0,7.818817282894131
381.0,382.38,344.6,424.3,400.0,387.4,216.0,500.0,7.796440157204027
341.8,323.54,210.3,409.5,364.0,342.4,145.0,500.0,7.854641744915477
412.5,402.68,365.1,433.2,361.0,327.4,118.0,474.0,7.854763605140734
393.1,389.52,351.2,417.1,500.0,377.6,154.0,500.0,7.858334935274723
359.7,340.46,211.5,390.8,97.0,193.6,77.0,379.0,7.936319099085753
383.5,373.47999999999996,302.8,428.0,500.0,347.4,84.0,500.0,7.908181254895477
410.6,398.82,330.1,439.0,318.0,334.6,170.0,500.0,7.958933372161894
320.8,323.5,263.1,395.0,254.0,272.2,170.0,500.0,8.030254400299484
398.2,391.62,346.2,417.6,500.0,371.4,150.0,500.0,8.097437195177795
349.5,360.78000000000003,284.7,433.5,500.0,391.6,110.0,500.0,8.10465701872835
307.8,331.1,266.2,410.4,222.0,254.2,163.0,460.0,8.128344991963164
372.8,374.58000000000004,325.9,458.1,324.0,267.6,51.0,369.0,8.07354203296308
341.0,356.88,280.7,444.6,408.0,332.4,114.0,500.0,8.042439537920712
427.0,412.21999999999997,370.2,450.6,357.0,380.4,271.0,500.0,8.018856857402278
366.7,372.53999999999996,328.9,447.4,500.0,403.8,208.0,500.0,8.012344684566404
359.5,358.94,322.0,387.7,291.0,286.0,75.0,453.0,8.051425724096612
325.5,323.74,248.9,394.2,273.0,305.2,87.0,500.0,8.054485358343145
329.4,342.56000000000006,276.3,414.7,305.0,287.2,164.0,400.0,8.062876221485125
424.6,409.14,352.4,449.4,364.0,339.0,183.0,465.0,8.07273099201959
354.7,365.0,309.3,460.0,210.0,223.0,62.0,409.0,8.070977197753773
399.0,365.8,272.8,407.7,319.0,332.4,138.0,491.0,8.040155624660295
376.0,368.91999999999996,331.2,393.9,300.0,342.6,243.0,458.0,8.018988575307715
337.1,329.08000000000004,276.6,383.3,390.0,302.4,53.0,500.0,8.025443584913655
332.6,350.68,260.5,446.7,185.0,298.2,125.0,500.0,8.014314199978188
386.1,391.38,338.0,454.5,450.0,427.6,308.0,500.0,8.083729058629755
365.2,345.88,303.7,368.8,341.0,365.8,227.0,500.0,8.137746672943237
311.9,310.15999999999997,262.4,353.7,219.0,241.4,162.0,397.0,8.076734895849587
309.0,312.82,237.8,365.7,312.0,325.4,201.0,404.0,7.997859960920684
318.5,332.7,266.0,415.7,324.0,305.6,156.0,500.0,7.977827433909016
367.9,353.28,286.0,401.2,337.0,359.6,276.0,500.0,7.971398510037056
348.9,355.86,335.0,373.5,426.0,370.0,80.0,500.0,7.977055390799066
309.3,319.26,306.4,349.3,256.0,259.4,51.0,500.0,8.03979007850452
242.9,261.86,190.4,372.1,206.0,248.4,138.0,464.0,8.045617811446576
331.3,312.7,269.8,347.6,196.0,290.2,168.0,500.0,8.052299339995118
239.0,247.28000000000003,191.2,336.4,235.0,227.8,119.0,330.0,8.109436253324684
287.5,319.32000000000005,250.0,423.0,260.0,294.2,116.0,436.0,8.093691041699136
347.3,338.44,249.8,410.2,167.0,178.4,47.0,278.0,8.093160330353992
333.8,317.18,246.4,420.1,218.0,273.8,139.0,449.0,7.995853815161843
294.9,316.88,259.3,412.0,321.0,317.8,190.0,500.0,7.950163086146624
317.4,314.12,277.8,347.6,250.0,219.2,131.0,302.0,7.964719565099644
320.6,317.02,258.7,361.9,358.0,310.6,171.0,405.0,7.957711808811978
300.2,290.36,258.9,314.5,317.0,331.2,184.0,500.0,8.036720733555791
338.7,317.7,251.7,381.0,390.0,312.8,56.0,500.0,7.988596511387069
251.4,253.45999999999998,166.3,335.4,349.0,321.2,32.0,500.0,7.966289140423147
277.4,266.4,210.1,299.9,252.0,277.2,53.0,500.0,7.918821801180311
355.6,339.68,261.8,426.6,304.0,309.8,179.0,464.0,7.932045741821085
371.4,355.26000000000005,261.9,404.6,225.0,304.4,141.0,500.0,7.923156104612958
278.6,288.76000000000005,194.1,381.2,368.0,304.6,51.0,500.0,7.872625977595035
240.0,285.71999999999997,193.5,394.1,257.0,263.2,222.0,348.0,7.830382415412908
336.1,349.12,306.9,422.1,421.0,407.8,293.0,500.0,7.8301614613754404
325.5,302.98,227.8,391.0,451.0,369.2,179.0,500.0,7.869230179551091
363.2,371.82000000000005,325.3,419.3,364.0,376.4,242.0,500.0,7.899027887737945
322.1,323.65999999999997,278.3,391.7,449.0,396.6,158.0,500.0,7.849977152634077
345.1,351.73999999999995,312.8,390.2,500.0,425.6,128.0,500.0,7.846595776950475
334.9,349.28,297.2,424.4,500.0,462.6,313.0,500.0,7.859682741199661
339.8,333.42,255.6,396.3,301.0,364.6,251.0,500.0,7.854318298758559
312.3,295.6,225.7,322.5,454.0,424.4,269.0,500.0,7.781335251015345
298.2,312.78000000000003,249.6,375.4,122.0,217.8,113.0,500.0,7.809880279727565
337.9,339.65999999999997,277.9,407.3,398.0,371.0,249.0,485.0,7.838049805225829
422.3,398.46,334.6,437.1,500.0,385.8,102.0,500.0,7.815385880752042
386.0,374.64,311.4,408.8,303.0,351.6,246.0,500.0,7.884732511498873
322.9,337.43999999999994,232.2,420.9,305.0,327.6,175.0,500.0,7.843344008008843
394.8,375.3,323.8,406.4,319.0,309.2,130.0,500.0,7.838006457599612
323.1,363.34000000000003,313.5,445.9,452.0,366.0,176.0,500.0,7.836304543711891
360.8,344.34,249.0,391.4,295.0,323.4,264.0,388.0,7.839816690501379
333.1,351.08,289.1,447.9,355.0,347.8,184.0,500.0,7.793784045561595
330.0,338.86,299.8,389.3,240.0,286.8,184.0,500.0,7.739658366807361
384.4,370.52,296.2,402.0,500.0,452.0,329.0,500.0,7.819785237457532
414.9,424.62,386.8,466.1,488.0,447.8,328.0,500.0,7.802327160954246
421.3,414.94000000000005,364.0,448.6,472.0,440.2,311.0,500.0,7.82744758502681
402.9,397.98,350.8,424.2,500.0,436.2,340.0,500.0,7.82789078227127
335.5,349.8,330.4,414.3,411.0,406.2,271.0,500.0,7.85100585606312
415.3,388.28,316.6,437.8,500.0,500.0,500.0,500.0,7.81428787143894
420.2,413.16,361.1,444.8,346.0,371.0,255.0,500.0,7.8863177477696285
374.5,390.1,343.1,472.2,500.0,456.4,346.0,500.0,7.8919363545500225
376.8,362.6,288.7,420.0,280.0,342.2,152.0,500.0,7.896375780155463
422.5,403.72,326.3,433.7,470.0,430.0,307.0,500.0,7.9135283704508845
328.5,324.86,298.8,353.9,165.0,220.6,96.0,495.0,7.961353169007717
368.3,383.3,297.8,459.7,383.0,371.4,266.0,500.0,7.994822357297261
404.8,383.06000000000006,305.9,437.3,500.0,477.4,387.0,500.0,8.024220192422831
346.5,345.1,283.3,411.3,340.0,300.2,79.0,500.0,7.969857125034679
367.5,386.0,354.0,451.3,409.0,380.2,226.0,500.0,7.997026179198582
321.4,333.58,276.4,412.0,475.0,447.2,306.0,500.0,8.06809575206359
425.8,413.73999999999995,374.1,432.5,500.0,401.8,210.0,500.0,8.141701064493525
359.8,365.2,268.3,435.0,500.0,462.8,314.0,500.0,8.13038066124202
334.6,310.58000000000004,257.9,345.0,495.0,351.2,67.0,500.0,8.128889501357694
361.9,377.0400000000001,320.6,490.9,266.0,321.6,247.0,500.0,8.083159977437022
332.6,344.69999999999993,260.3,409.0,173.0,266.8,101.0,500.0,8.122358581222237
433.9,416.9,363.3,463.9,469.0,453.2,365.0,500.0,8.19752512234734
370.2,381.0,341.6,429.3,446.0,393.2,232.0,500.0,8.243559859232054
375.6,380.66,342.3,443.7,402.0,365.6,197.0,500.0,8.207051872104573
369.7,370.04,302.7,412.4,400.0,387.0,191.0,500.0,8.285597866473504
375.3,368.14,314.3,401.5,352.0,303.6,94.0,472.0,8.28779995073375
422.2,408.18,338.5,469.1,282.0,344.6,208.0,500.0,8.34661121485367
419.3,400.72,355.8,429.1,489.0,406.0,90.0,500.0,8.346199515253423
368.7,364.98,246.7,484.8,461.0,408.4,210.0,500.0,8.3708925367272
390.0,412.17999999999995,336.5,476.2,500.0,391.8,225.0,500.0,8.44757002121196
429.4,417.96000000000004,366.7,447.4,500.0,444.2,224.0,500.0,8.411410187470903
423.7,421.98,372.9,471.1,500.0,416.2,254.0,500.0,8.474618897565298
384.9,383.62,310.1,469.5,500.0,447.4,278.0,500.0,8.559533162520708
438.0,434.84,406.0,458.0,500.0,500.0,500.0,500.0,8.549893509888502
440.7,427.91999999999996,386.4,462.3,417.0,427.8,352.0,500.0,8.567537901359126
381.2,385.47999999999996,290.6,452.8,500.0,479.6,398.0,500.0,8.621223010551896
455.8,440.4,369.5,478.9,500.0,447.2,236.0,500.0,8.684189017378271
433.5,432.32,414.9,444.9,500.0,403.8,208.0,500.0,8.695472203170697
406.7,405.4,345.8,460.6,488.0,427.4,247.0,500.0,8.585755412558823
390.6,385.12,348.0,418.9,500.0,440.2,201.0,500.0,8.648944289696765
383.5,389.02000000000004,315.9,450.8,479.0,394.0,245.0,500.0,8.693384696566818
407.8,395.14,327.3,428.7,500.0,386.2,106.0,500.0,8.622856625239026
441.3,377.56000000000006,167.5,466.8,500.0,422.0,263.0,500.0,8.690756460390087
407.3,396.62,307.1,462.1,500.0,394.2,205.0,500.0,8.737690935166537
405.8,383.09999999999997,293.0,433.6,383.0,419.2,353.0,500.0,8.73086410449859
408.5,407.8,390.0,423.9,500.0,382.6,198.0,500.0,8.699372485025838
400.7,404.6,355.4,441.4,433.0,424.2,292.0,500.0,8.705294245786623
350.4,358.0,264.8,440.1,500.0,370.8,152.0,500.0,8.71089017577263
344.1,310.06000000000006,155.3,362.7,382.0,379.2,186.0,500.0,8.702835551119886
373.5,384.16,340.8,440.6,368.0,400.6,346.0,500.0,8.679439850455436
384.5,378.34000000000003,256.4,459.8,431.0,373.4,169.0,500.0,8.755352518776121
355.0,344.18,302.4,370.0,500.0,448.2,268.0,500.0,8.796612058069414
385.7,365.44,305.7,424.7,434.0,412.4,303.0,500.0,8.863059631961203
370.6,386.54,328.3,446.7,358.0,354.6,199.0,500.0,8.9619616545013
367.0,374.64,335.5,436.6,500.0,442.6,213.0,500.0,8.94623226589288
348.0,336.4,255.7,374.1,387.0,311.8,88.0,478.0,8.897937176979111
360.9,393.71999999999997,327.7,494.9,500.0,449.6,248.0,500.0,8.839518257628619
388.0,384.2,285.5,450.2,253.0,247.0,112.0,464.0,8.827698636136311
343.8,330.06,263.2,384.2,218.0,243.2,119.0,500.0,8.825605428288824
352.0,330.78,222.6,371.1,270.0,297.2,118.0,500.0,8.81957142486406
365.9,310.6,199.0,402.7,170.0,279.6,71.0,500.0,8.751471459564362
297.6,295.88,164.3,425.4,208.0,303.4,153.0,500.0,8.667640466571177
324.6,326.43999999999994,277.6,392.9,249.0,298.8,145.0,475.0,8.581681687550578
390.2,395.34000000000003,352.3,438.4,270.0,300.2,228.0,459.0,8.615676465266235
388.1,385.52,331.0,418.5,500.0,457.0,359.0,500.0,8.57263264824254
375.4,371.14000000000004,319.6,417.9,280.0,261.4,129.0,451.0,8.6350132442077
334.1,301.97999999999996,131.8,363.8,309.0,300.4,162.0,500.0,8.683380166464072
391.7,351.16,175.2,492.7,239.0,249.8,89.0,416.0,8.773900126537825
390.7,341.06,252.7,396.0,244.0,276.6,99.0,500.0,8.810893369286555
325.2,316.96,197.0,383.9,358.0,325.0,173.0,480.0,8.820468782703681
347.8,319.62,207.3,410.3,438.0,359.6,82.0,500.0,8.886861649200698
289.5,287.46,208.6,369.5,183.0,207.4,180.0,251.0,8.774766647508786
379.8,340.3,188.9,396.0,299.0,329.6,176.0,500.0,8.805900711671331
284.8,291.70000000000005,224.4,346.1,166.0,206.4,40.0,430.0,8.899399601272046
274.5,319.78000000000003,203.6,441.5,252.0,310.8,89.0,500.0,8.88075450650645
339.4,348.5,272.2,444.3,425.0,407.8,197.0,500.0,8.854388403429557
361.2,339.5,221.7,413.3,433.0,428.6,299.0,500.0,8.908611947970245
361.6,374.14000000000004,276.4,459.6,482.0,376.0,177.0,500.0,8.938771462583713
381.7,376.9,333.7,410.4,385.0,399.4,257.0,500.0,8.931968121053448
396.0,389.23999999999995,333.7,412.6,221.0,261.0,49.0,500.0,8.924487055141634
406.6,367.32,189.0,454.6,500.0,457.8,326.0,500.0,8.984889161677923
414.7,421.78000000000003,384.6,483.3,500.0,472.6,363.0,500.0,8.962781794058547
418.0,427.38,405.1,457.9,450.0,397.0,191.0,500.0,8.972935611881121
403.4,410.03999999999996,387.0,448.8,500.0,500.0,500.0,500.0,9.122068176654821
438.1,436.73999999999995,405.5,469.2,412.0,412.4,352.0,500.0,9.104940598618029
391.4,365.12,242.7,423.2,487.0,456.6,369.0,500.0,8.988983957333952
407.2,406.74,383.8,442.1,439.0,427.2,294.0,500.0,8.957298224237539
367.3,369.46,233.8,462.8,361.0,275.8,38.0,500.0,8.888969568293852
382.8,388.46,344.4,443.6,357.0,378.0,334.0,478.0,8.936969127256052
428.5,407.28,331.8,471.3,488.0,426.4,265.0,500.0,8.89487485068403
394.6,374.91999999999996,284.9,425.2,442.0,405.0,211.0,500.0,8.827466322720076
349.7,346.0,255.7,405.3,429.0,414.2,270.0,500.0,8.747337364376113
402.7,370.12,248.0,434.0,264.0,283.2,133.0,500.0,8.756126219623381
427.9,408.92,360.4,454.6,404.0,398.6,238.0,500.0,8.649994795809413
365.7,380.82,341.0,430.9,473.0,385.4,154.0,500.0,8.744054263623724
357.2,334.48,214.0,430.8,288.0,319.4,215.0,500.0,8.711006960839223
412.1,400.75999999999993,295.7,472.4,211.0,295.0,151.0,500.0,8.791061474777473
401.2,391.98,339.3,452.1,429.0,365.0,117.0,500.0,8.905117568469466
398.3,395.7,350.1,453.1,433.0,356.0,90.0,500.0,8.988755692380417
332.6,356.28000000000003,244.6,479.3,293.0,334.2,222.0,495.0,8.943441440028879
388.7,406.88,351.6,469.2,500.0,443.6,218.0,500.0,8.880425311585885
406.3,420.64,362.8,495.1,341.0,330.4,267.0,419.0,8.94685367795086
372.8,392.54,317.0,451.8,500.0,442.8,335.0,500.0,8.928190297179691
365.2,386.5,336.0,453.5,500.0,426.8,247.0,500.0,8.832154600090494
395.6,382.3,237.4,451.4,500.0,368.2,112.0,500.0,8.816343164079338
448.4,431.26000000000005,293.6,498.8,265.0,326.0,199.0,500.0,8.867026145900796
393.9,406.38,337.4,489.1,500.0,424.4,159.0,500.0,8.742872254121199
436.8,422.03999999999996,391.2,446.3,500.0,490.6,457.0,500.0,8.689745597570404
420.4,403.36,343.6,439.4,500.0,482.4,433.0,500.0,8.69304183596919
429.1,426.98,396.2,468.8,500.0,449.0,325.0,500.0,8.712807588359034
413.2,409.52,386.8,431.4,481.0,428.4,309.0,500.0,8.736558831633728
369.3,396.5,361.8,454.1,500.0,452.6,282.0,500.0,8.771475225252116
381.5,370.41999999999996,236.8,433.9,415.0,388.2,260.0,500.0,8.786092892643635
441.4,445.9,401.6,500.0,500.0,436.8,324.0,500.0,8.78426533121452
415.0,422.9,363.6,472.6,400.0,401.8,212.0,500.0,8.738642220960417
419.0,370.90000000000003,202.2,472.3,455.0,419.0,221.0,500.0,8.811624475875593
428.9,407.64,294.0,454.9,448.0,388.2,80.0,500.0,8.828040936463326
421.5,420.68,407.8,439.1,393.0,335.8,46.0,500.0,8.8479524289228
375.9,349.17999999999995,291.8,390.3,392.0,395.0,257.0,500.0,8.813937081757627
401.4,398.90000000000003,300.6,463.9,500.0,486.4,432.0,500.0,8.867187169390954
366.0,349.9,258.5,388.9,260.0,337.8,187.0,500.0,8.799582264877774
257.5,307.86,212.2,417.2,333.0,338.8,166.0,500.0,8.827466131312441
398.0,401.38,343.2,484.5,342.0,330.0,128.0,500.0,8.858254664389987
334.7,343.78000000000003,313.7,405.6,331.0,371.8,246.0,500.0,8.921890347575415
378.6,383.06000000000006,294.9,462.3,464.0,435.4,326.0,500.0,8.945763575053569
319.5,344.84,233.2,486.7,279.0,257.6,62.0,477.0,9.003297018063753
402.4,374.23999999999995,272.7,481.2,500.0,373.0,170.0,500.0,9.034969536529003
457.7,429.1,259.9,492.1,408.0,363.2,179.0,500.0,8.992328948769421
427.7,434.12,416.7,474.5,500.0,485.8,429.0,500.0,8.973495246714041
414.4,417.7,386.2,441.6,240.0,308.6,95.0,500.0,8.867305650616178
421.9,389.02,305.3,443.0,450.0,433.4,329.0,500.0,8.85466685925083
349.5,360.21999999999997,229.6,458.9,500.0,412.0,198.0,500.0,8.771631832682505
415.4,403.94,326.5,445.0,430.0,370.4,211.0,500.0,8.76588781800584
448.2,439.65999999999997,390.6,468.6,479.0,447.2,358.0,500.0,8.812336407308633
357.6,352.6,224.5,442.0,348.0,371.6,240.0,500.0,8.814678959905775
373.0,375.38,310.6,434.1,451.0,410.0,238.0,500.0,8.931435822601838
431.7,408.62,324.7,445.1,500.0,500.0,500.0,500.0,8.966157106167481
411.3,391.96,270.5,450.9,500.0,451.6,258.0,500.0,9.015617413284296
415.7,407.1,309.3,468.2,500.0,458.8,294.0,500.0,8.84705310097783
422.3,390.74000000000007,269.3,456.4,500.0,500.0,500.0,500.0,8.943836247530388
421.5,429.41999999999996,382.4,498.7,228.0,269.0,156.0,500.0,8.8526159617959
372.6,411.52,350.5,489.7,263.0,293.6,60.0,500.0,8.759012931924326
387.6,395.82,372.2,449.0,500.0,426.4,219.0,500.0,8.727763363405854
381.4,389.12,300.2,484.9,305.0,357.0,219.0,500.0,8.852951535396967
359.4,355.68,306.4,406.2,363.0,354.4,198.0,443.0,8.848383352133242
404.4,386.02,321.6,455.7,298.0,350.4,193.0,500.0,8.872426846486462
307.7,321.64,250.5,419.9,500.0,448.4,249.0,500.0,8.837205647141595
423.3,404.48,312.8,438.8,500.0,431.8,159.0,500.0,8.772403780818705
394.9,371.8,259.3,424.1,434.0,383.0,224.0,500.0,8.74220209345127
371.9,361.91999999999996,319.9,406.0,472.0,335.2,67.0,500.0,8.673438566069802
404.2,402.04,314.6,469.5,500.0,440.8,204.0,500.0,8.694533261083405
418.7,379.6,204.8,432.4,465.0,343.0,45.0,500.0,8.678039538199112
446.6,431.94000000000005,378.3,454.4,354.0,367.2,143.0,500.0,8.69018982854693
393.1,385.8,319.8,422.2,500.0,421.4,107.0,500.0,8.814623695051381
388.5,393.24,336.0,438.5,499.0,429.6,294.0,500.0,8.753034221352456
302.4,320.05999999999995,267.6,455.3,89.0,212.8,62.0,500.0,8.816996829924658
386.0,374.28,296.4,425.3,415.0,399.0,271.0,500.0,8.687436831305265
363.2,363.42,298.3,420.3,283.0,316.0,188.0,500.0,8.64224541871371
373.5,369.58000000000004,327.3,421.7,431.0,394.8,202.0,500.0,8.68965403176226
399.0,374.71999999999997,287.2,439.5,397.0,378.0,215.0,500.0,8.77332254415162
361.2,345.24,275.9,379.4,389.0,380.6,262.0,500.0,8.778876643731152
377.4,339.74000000000007,157.4,404.3,500.0,400.6,197.0,500.0,8.847948191747879
386.9,347.71999999999997,261.9,393.4,389.0,379.8,192.0,500.0,8.775857542149996
335.3,326.26000000000005,283.0,366.9,500.0,371.2,154.0,500.0,8.757417238759379
340.8,349.55999999999995,286.3,450.0,280.0,300.2,122.0,500.0,8.728978477022055
296.8,286.14,141.3,407.4,283.0,289.0,164.0,500.0,8.694112619497915
314.4,334.08000000000004,295.0,436.5,500.0,397.0,236.0,500.0,8.711186490777493
343.9,357.41999999999996,320.6,394.9,459.0,336.4,97.0,500.0,8.777043100610358
388.7,348.71999999999997,254.1,427.0,500.0,436.6,261.0,500.0,8.82181824427669
342.4,359.84,272.8,442.5,355.0,397.8,324.0,500.0,8.8117622704598
375.1,365.62,269.3,443.5,239.0,260.0,103.0,500.0,8.795214814077108
399.8,372.0,252.9,438.5,500.0,440.4,273.0,500.0,8.76501278502436
403.4,400.48,346.9,432.3,400.0,358.2,159.0,500.0,8.845232321964858
382.6,376.72,310.5,415.0,366.0,323.2,111.0,500.0,8.813072673445912
390.3,374.1,328.6,408.5,306.0,329.6,214.0,500.0,8.762607860876681
373.6,336.52,216.2,411.5,369.0,387.8,212.0,500.0,8.795915532922551
384.0,378.64,277.6,444.6,220.0,302.0,127.0,500.0,8.840082087092144
425.0,409.5,339.0,476.7,173.0,232.6,126.0,366.0,8.760065911824436
404.8,369.2,305.3,417.2,256.0,238.4,122.0,319.0,8.753270754039377
300.8,330.84000000000003,261.6,416.9,428.0,354.0,135.0,500.0,8.656277372907676
384.1,384.7,334.9,432.5,328.0,349.0,199.0,500.0,8.638239000069387
437.1,421.5,363.0,454.5,500.0,428.0,229.0,500.0,8.662105556204555
367.8,360.32,281.3,444.4,500.0,408.0,145.0,500.0,8.717984549625655
361.6,371.25999999999993,315.0,462.5,430.0,417.0,230.0,500.0,8.702663874884054
387.2,389.26,330.1,441.3,266.0,302.4,181.0,500.0,8.75107690832301
377.0,370.38,253.3,441.6,500.0,453.4,267.0,500.0,8.71532533453899
